a1,a2,a3,a4,a5,a6,a7,t-3,t-2,t-1,t
2076.857143,1836.714286,573,1092.142857,2440.571429,276.8571429,2567.714286,4.3,5,6,6
2187.714286,1641.285714,578.2857143,1067.571429,2496.714286,285.8571429,2542.285714,5,6,6,6.7
2848.714286,1816,665.5714286,1087.428571,2373.714286,277.4285714,2713.285714,6,6,6.7,5.9
2399.285714,1424.285714,482.1428571,1021.285714,1908,184.5714286,2240,6,6.7,5.9,5.1
2204.285714,1247,383.4285714,971.8571429,1891.857143,149.2857143,2029,6.7,5.9,5.1,4.7
2057.571429,1265.285714,345,984.7142857,1941.857143,130.7142857,2023.428571,5.9,5.1,4.7,5.6
2291.571429,1159.714286,349.8571429,832.8571429,1597.714286,143,1721.428571,5.1,4.7,5.6,4.7
1686.714286,1127.571429,312,914.1428571,1753,131.4285714,1705.857143,4.7,5.6,4.7,4
1823.142857,1149.714286,363.2857143,973.4285714,1734.285714,149.5714286,1600.285714,5.6,4.7,4,3.7
1181.285714,919.4285714,280.7142857,982.7142857,1518.142857,110.7142857,1413.142857,4.7,4,3.7,3.6
999.1428571,878,222,999.2857143,1503.428571,103.5714286,1419.571429,4,3.7,3.6,3.6
743.7142857,835.8571429,186.1428571,1001.571429,1664.142857,93.57142857,1434.428571,3.7,3.6,3.6,3.6
631.4285714,830.8571429,165.4285714,998.8571429,1509.571429,54.42857143,1406,3.6,3.6,3.6,3.7
487.1428571,760.2857143,138.1428571,965.7142857,1444.857143,0,1363.857143,3.6,3.6,3.7,3.5
450,748.8571429,121.5714286,993.1428571,1336.714286,44.28571429,1317.428571,3.6,3.7,3.5,3.6
411.5714286,719.1428571,130.4285714,1007.857143,1062.857143,26.14285714,1167.285714,3.7,3.5,3.6,3.6
367.8571429,644.8571429,112.2857143,968.1428571,1010.285714,0,1120,3.5,3.6,3.6,3.7
351.4285714,567.7142857,124.4285714,950.2857143,844.1428571,8.428571429,989.2857143,3.6,3.6,3.7,3.7
369.4285714,605.7142857,111.1428571,974,980.8571429,8.714285714,1021.714286,3.6,3.7,3.7,4
363.4285714,923,118.1428571,925.7142857,1120.142857,54,1177.142857,3.7,3.7,4,
342.8571429,947.2857143,111.7142857,943.8571429,1157.142857,35.71428571,1217.571429,3.7,4,,4.2
319,1012.571429,90.85714286,934,1140.285714,9,1197.428571,4,,4.2,4.2
320.8571429,1000,81.71428571,918,1140.428571,26.14285714,1217.428571,,4.2,4.2,4
313.8571429,1008.571429,79.85714286,867.8571429,1132.571429,18,1227,4.2,4.2,4,3.8
282,984,54.57142857,819.2857143,1121.714286,0,1277.428571,4.2,4,3.8,3.6
255.1428571,877.4285714,61.71428571,811.4285714,1071.142857,9.428571429,1173.142857,4,3.8,3.6,3.3
254.2857143,895.1428571,62,782.2857143,1082,9,1173.571429,3.8,3.6,3.3,3.2
271.1428571,877,53.14285714,817.5714286,1116.857143,0,1199.428571,3.6,3.3,3.2,
275.1428571,927.1428571,44.71428571,856.4285714,1141.714286,0,1220.571429,3.3,3.2,,3
349,986.7142857,44.71428571,901.2857143,1178.428571,0,1241.714286,3.2,,3,3
268.1428571,1038.714286,35,930.7142857,1220.571429,9,1270,,3,3,2.8
249,1069.142857,35.14285714,989.5714286,1294.285714,0,1323.714286,3,3,2.8,
243.4285714,1043.571429,8.428571429,943.2857143,1293.142857,35.71428571,1309.714286,3,2.8,,2.6
231.1428571,1065.857143,17.57142857,970.2857143,1369.571429,0,1276.571429,2.8,,2.6,2.6
238.1428571,1047.857143,0,842.1428571,1297.142857,8.428571429,1194.571429,,2.6,2.6,2.7
237.1428571,1041.714286,0,924.1428571,1340.857143,17.42857143,1143.857143,2.6,2.6,2.7,2.7
271.2857143,1049.714286,17.14285714,922.8571429,1344,9.571428571,1139.857143,2.6,2.7,2.7,2.9
256.1428571,1044.428571,72.42857143,920.7142857,1282.142857,27.42857143,1129.428571,2.7,2.7,2.9,2.9
250.7142857,1081.285714,34.85714286,946.8571429,1460.714286,8.714285714,1237.142857,2.7,2.9,2.9,3.4
209.1428571,1027,44.42857143,918.7142857,1514.142857,9.428571429,1195.428571,2.9,2.9,3.4,2.5
257.8571429,1079,9.285714286,991.7142857,1758.142857,18.28571429,1395.428571,2.9,3.4,2.5,2.6
258.5714286,1072.714286,28.42857143,977.4285714,1528.571429,18,1298.142857,3.4,2.5,2.6,2.6
297.7142857,1088.714286,45.42857143,903.1428571,1554.571429,26.71428571,1315.714286,2.5,2.6,2.6,2.7
299.7142857,1103.571429,9.571428571,969.5714286,1627,26.14285714,1379.571429,2.6,2.6,2.7,2.6
305.8571429,1050.857143,47,996,1502.714286,26.71428571,1247.428571,2.6,2.7,2.6,2.7
375.5714286,1086.285714,54.42857143,1031.428571,1561.857143,63.28571429,1283.285714,2.7,2.6,2.7,2.9
493.1428571,1116,87.28571429,1024.285714,1709.142857,79.28571429,1350.857143,2.6,2.7,2.9,3.2
682.7142857,1180.714286,116,1070.428571,1769.857143,96.71428571,1497.428571,2.7,2.9,3.2,3.3
855,1166,96.42857143,1044.142857,1934.857143,99.14285714,1673.857143,2.9,3.2,3.3,3.5
1039.428571,1151.714286,155,1023.571429,2014.428571,92.57142857,1619.714286,3.2,3.3,3.5,3.7
1890.857143,1334.142857,220,1086.571429,2208.571429,124.5714286,1722.428571,3.3,3.5,3.7,4.1
3399.857143,1449.857143,304.4285714,1083.714286,2542.571429,160.7142857,1923.857143,3.5,3.7,4.1,4.8
5523.285714,1753.571429,472.8571429,1085.571429,2698.571429,241,2108.142857,3.7,4.1,4.8,5.5
11917.28571,2471.285714,961.5714286,1208.285714,3164.857143,570.7142857,2515,4.1,4.8,5.5,5.9
15148.14286,2596.285714,1213.571429,1174,3169.714286,438.1428571,2637.571429,4.8,5.5,5.9,5.4
14410.28571,2691.142857,1194.571429,1178.857143,3062.285714,369.1428571,2676,5.5,5.9,5.4,5.1
12870.57143,2417.428571,1074.857143,1086.714286,2660.714286,309.7142857,2495.142857,5.9,5.4,5.1,6.8
5909.142857,1602.571429,614.4285714,959.8571429,2045.714286,201.1428571,1774.714286,5.4,5.1,6.8,4
5895,1652.428571,546.5714286,1053.571429,2383.571429,189.8571429,1988,5.1,6.8,4,3.9
4987.714286,1545.857143,508.4285714,1052.857143,1985.571429,183.2857143,1814.285714,6.8,4,3.9,4
4956.857143,1489.428571,492.1428571,1065.142857,1940.285714,200.8571429,1799.571429,4,3.9,4,
4492.285714,1408.857143,522.2857143,1083.571429,1929.714286,179.7142857,1677.571429,3.9,4,,4.1
3898.428571,1486.285714,474.5714286,1106.142857,2144.571429,171.1428571,1748.142857,4,,4.1,4
3191.571429,1472,446.7142857,1106.714286,2174.571429,171.8571429,1731.857143,,4.1,4,4
2517.285714,1461.571429,380.1428571,1132.428571,2345.857143,151.7142857,1743.571429,4.1,4,4,4.2
2004.142857,1582.142857,305.7142857,1110.428571,2361.857143,130,1689,4,4,4.2,4
1786.142857,1578.285714,260.2857143,1115.571429,2490.142857,118.2857143,1691.857143,4,4.2,4,4.2
1565.142857,1553.428571,248.4285714,1103.285714,2317.428571,123,1588,4.2,4,4.2,4.2
1320.285714,1362.285714,234.2857143,1086.571429,2099.714286,97.14285714,1571,4,4.2,4.2,4.3
1072.571429,1256.714286,159.8571429,1030.142857,2008.142857,78,1430.857143,4.2,4.2,4.3,4
1078.714286,1446.857143,148.7142857,1106.571429,2172.714286,99.28571429,1540.142857,4.2,4.3,4,4.1
1091.714286,1377.857143,136.5714286,1094.571429,1928.857143,104.2857143,1409,4.3,4,4.1,4.2
967.7142857,1204.285714,159.1428571,1070.714286,1769,92,1354.142857,4,4.1,4.2,4.1
913.2857143,1170.428571,145,1015.428571,1801.857143,109.8571429,1262,4.1,4.2,4.1,4.6
807.1428571,1130.142857,136.4285714,994.7142857,1638.714286,95,1332.714286,4.2,4.1,4.6,4.2
748.7142857,1132.285714,112.2857143,1002.857143,1620,91.57142857,1410.285714,4.1,4.6,4.2,4
695,1133.857143,96.57142857,993.7142857,1551,73.57142857,1312.857143,4.6,4.2,4,4
625.1428571,1179.428571,92.28571429,957.8571429,1469.142857,38,1252.285714,4.2,4,4,3.9
554.8571429,1042.142857,102.5714286,888.8571429,1353,62.57142857,1218.857143,4,4,3.9,3.5
517,1050.571429,92.42857143,905,1400.714286,29.14285714,1234.571429,4,3.9,3.5,3.6
512.5714286,1063.142857,87.14285714,933.5714286,1436,45.71428571,1208.714286,3.9,3.5,3.6,3.4
524.2857143,1065.142857,82.57142857,980.5714286,1519.714286,18.28571429,1245.285714,3.5,3.6,3.4,3.3
490,1045.142857,56.71428571,992.5714286,1592.428571,26.71428571,1239.571429,3.6,3.4,3.3,3.3
474,1051.428571,58.42857143,962,1645.428571,34.85714286,1235.428571,3.4,3.3,3.3,3
444.8571429,1067.285714,92.57142857,1001,1932.285714,26.14285714,1280.285714,3.3,3.3,3,3
479,1053.285714,93.28571429,993.1428571,2116.571429,35.71428571,1273.857143,3.3,3,3,2.8
424.5714286,1056,71.85714286,1001,2178.857143,17.71428571,1243.714286,3,3,2.8,2.9
554.2857143,1065,95.28571429,1001.142857,2190.142857,65.85714286,1207.285714,3,2.8,2.9,3.4
666.8571429,1067.142857,114.2857143,950.1428571,2277.571429,47.71428571,1230.857143,2.8,2.9,3.4,3.2
692.8571429,1117.285714,88.28571429,979.8571429,2898.571429,82.85714286,1419.285714,2.9,3.4,3.2,3.2
785.7142857,1166.857143,76.57142857,982.2857143,3041.285714,119,1496.428571,3.4,3.2,3.2,3.5
498.1428571,1012.428571,55.57142857,803.7142857,2211.142857,44.57142857,1211.285714,3.2,3.2,3.5,2.8
592.7142857,1062,66.42857143,767.1428571,2241.714286,65.85714286,1313.142857,3.2,3.5,2.8,2.9
810.1428571,1035.142857,79.71428571,755.8571429,1970.571429,106.7142857,1285.571429,3.5,2.8,2.9,3
839.1428571,1054.714286,87.85714286,780.8571429,2007.142857,105,1302.571429,2.8,2.9,3,3.1
1014.714286,1088.428571,98.42857143,783,2181.285714,101.2857143,1444.428571,2.9,3,3.1,3.1
1055.428571,1090,101.2857143,782.2857143,2201.142857,118.7142857,2603.285714,3,3.1,3.1,3.2
1214.428571,1123.428571,150.7142857,776.8571429,2240.714286,113.4285714,1746.142857,3.1,3.1,3.2,3.4
1776.571429,1139.571429,203.2857143,717.1428571,2330.142857,124.8571429,1485.285714,3.1,3.2,3.4,3.5
2843.714286,1150.571429,292,746.4285714,2416.714286,140.7142857,1444.857143,3.2,3.4,3.5,4
5758.857143,1250.428571,489.5714286,805.5714286,2601.285714,172.7142857,1591.285714,3.4,3.5,4,5.2
10198.42857,1616.714286,754.2857143,941.4285714,2989.714286,220.1428571,1818.285714,3.5,4,5.2,5.6
11098.42857,1837,856.1428571,923.8571429,3227.857143,266.7142857,1927,4,5.2,5.6,6.2
12131.71429,2090.428571,897.2857143,969.4285714,3466.714286,296.1428571,2085.571429,5.2,5.6,6.2,6.6
11346.28571,2263.142857,773.1428571,971.8571429,3537.857143,273.7142857,2224.714286,5.6,6.2,6.6,6.1
8947.714286,2057.714286,557.7142857,910.7142857,3354.714286,246.5714286,2162.142857,6.2,6.6,6.1,5.1
6048.714286,1844,393.7142857,829.7142857,3077.428571,193,2093.714286,6.6,6.1,5.1,7.4
9047.714286,2481,302,1804.857143,3936.285714,193.8571429,2695,6.1,5.1,7.4,8
4263.142857,1861.285714,186,1157.857143,4426.285714,185.2857143,2466.714286,5.1,7.4,8,5.7
2588,1193.142857,123.1428571,995.2857143,2990,141.1428571,1690.428571,7.4,8,5.7,4.6
1438.142857,1041.285714,105.8571429,928.2857143,1924,125.4285714,1258.428571,8,5.7,4.6,3.6
1272.571429,937.8571429,93.71428571,774.8571429,1484,114,1111.142857,5.7,4.6,3.6,3.3
1168.714286,784.5714286,94.57142857,721.8571429,1223.285714,103,1078.714286,4.6,3.6,3.3,2.9
1181,653.5714286,89.85714286,614.1428571,1129.857143,80.85714286,1041,3.6,3.3,2.9,2.8
1118.428571,607.4285714,94.57142857,540.1428571,1073.857143,63.71428571,985.1428571,3.3,2.9,2.8,2.7
867.2857143,571.7142857,55.28571429,533.1428571,1060.285714,69.14285714,1089.142857,2.9,2.8,2.7,2.4
781.7142857,506,27.57142857,468.2857143,1077.857143,61,1096,2.8,2.7,2.4,2.2
660.7142857,471.5714286,8.714285714,424.7142857,1031.857143,42.71428571,1030.571429,2.7,2.4,2.2,2.3
530.5714286,440.4285714,8.714285714,381.8571429,1006,54.14285714,982.1428571,2.4,2.2,2.3,2.3
446.4285714,463.1428571,8.714285714,408.2857143,999.5714286,61.85714286,1134.428571,2.2,2.3,2.3,2.4
440.2857143,462.1428571,17.14285714,382.2857143,1017.285714,69.85714286,970.1428571,2.3,2.3,2.4,2.6
391.1428571,451.7142857,8.428571429,347.1428571,932.8571429,52.42857143,816.1428571,2.3,2.4,2.6,2.7
387.4285714,475,8.428571429,337.7142857,984.4285714,63.57142857,838.7142857,2.4,2.6,2.7,2.7
403,557.2857143,8.428571429,398,1046.142857,54.57142857,914.7142857,2.6,2.7,2.7,2.9
395.1428571,687,26.14285714,412,1089.714286,35.71428571,947.7142857,2.7,2.7,2.9,2.9
366.1428571,823.1428571,18.14285714,439,1199.428571,8.428571429,1035.142857,2.7,2.9,2.9,
339.8571429,943.1428571,8.714285714,479.1428571,1344.714286,17.42857143,1078.428571,2.9,2.9,,3.3
360.2857143,981.5714286,25.57142857,598.2857143,1465.428571,52.57142857,1112.857143,2.9,,3.3,3.3
431.1428571,1008.285714,8.428571429,700,1623.571429,25.28571429,1159,,3.3,3.3,2.8
347.7142857,949.7142857,8.428571429,541.2857143,1482.428571,9,1110.714286,3.3,3.3,2.8,2.7
369.7142857,934.1428571,25.85714286,713.2857143,1411.571429,26,1139.142857,3.3,2.8,2.7,3.2
329.8571429,910.8571429,34.28571429,508.5714286,1375.571429,8.428571429,1099,2.8,2.7,3.2,2.7
308.8571429,955,17.42857143,513.2857143,1460.571429,25.85714286,1106.857143,2.7,3.2,2.7,2.6
301.4285714,969.8571429,34.28571429,502.4285714,1556.142857,16.85714286,1103.428571,3.2,2.7,2.6,
321.5714286,1005.857143,42.85714286,504.1428571,1546.571429,53.28571429,1100.571429,2.7,2.6,,2.7
307.5714286,992.7142857,17.14285714,498.5714286,1565.285714,16.85714286,1096,2.6,,2.7,2.7
327.8571429,985.5714286,34.28571429,488.8571429,1577.714286,17.14285714,1108.714286,,2.7,2.7,2.6
324.4285714,987.1428571,43,494.5714286,1687.714286,43.14285714,1094.428571,2.7,2.7,2.6,2.7
311.8571429,1007.714286,42.71428571,495.5714286,1770.428571,26.14285714,1100.285714,2.7,2.6,2.7,
345.7142857,1020,25.28571429,573.4285714,1919.285714,8.428571429,1136.714286,2.6,2.7,,3.7
455.7142857,1092.142857,34,601.2857143,2125.714286,52,1173.428571,2.7,,3.7,3.9
449.1428571,1117,43.57142857,647.4285714,2700.571429,44.14285714,1292.285714,,3.7,3.9,3.4
495.1428571,1187,27.71428571,670.4285714,2904.285714,81.14285714,1516.142857,3.7,3.9,3.4,3.6
390.5714286,1087.571429,17.42857143,832.2857143,2605.142857,25.85714286,1434.428571,3.9,3.4,3.6,3.3
381.7142857,1102,34.28571429,946.8571429,2940.714286,89,1504.571429,3.4,3.6,3.3,3.1
466.4285714,1112.142857,42.71428571,926.2857143,2579.857143,90.42857143,1400,3.6,3.3,3.1,3.3
443.5714286,1093.428571,52.57142857,935,2326.714286,100,1365.714286,3.3,3.1,3.3,3.6
497,1083.571429,61.42857143,762.4285714,2169.285714,98.71428571,1311.428571,3.1,3.3,3.6,3.6
479.8571429,1083.428571,73.28571429,718.7142857,2089.285714,99.71428571,1312.285714,3.3,3.6,3.6,3.8
464.1428571,1107.571429,44.71428571,754.4285714,2056.714286,73.57142857,1357.142857,3.6,3.6,3.8,
479.5714286,1087,27,773.5714286,1924.571429,80.71428571,1284.857143,3.6,3.8,,3.5
565.8571429,1039.857143,51.71428571,730.7142857,1985.285714,81.42857143,1257.428571,3.8,,3.5,3.4
452.8571429,1067.142857,72.28571429,671,2109.428571,79.57142857,1236.571429,,3.5,3.4,3.5
481.7142857,1117.428571,17.42857143,727,2324.428571,73.42857143,1341.571429,3.5,3.4,3.5,3.4
468.1428571,1115.428571,63.57142857,679.8571429,2529.428571,52,1386.714286,3.4,3.5,3.4,3.5
568.1428571,1176.428571,72.14285714,725.8571429,2842.571429,99.42857143,1498.857143,3.5,3.4,3.5,3.6
463.1428571,1105.142857,54,661.4285714,2673.571429,71,1444.571429,3.4,3.5,3.6,3.4
475.5714286,1139.428571,44.42857143,726.1428571,3149.285714,71,1621.285714,3.5,3.6,3.4,3.5
455.4285714,1129.428571,62.57142857,783.2857143,3247.285714,90,1688.571429,3.6,3.4,3.5,3.4
423.4285714,1114.571429,26.42857143,731.4285714,2774.142857,44.71428571,1467,3.4,3.5,3.4,3
355.4285714,1054,52.57142857,636.2857143,2220.428571,70.85714286,1290.714286,3.5,3.4,3,2.6
320.8571429,956.2857143,17.42857143,555.1428571,1729,17.14285714,1148.857143,3.4,3,2.6,3.2
232.8571429,695.4285714,25.57142857,382.8571429,1275.285714,34.57142857,996.2857143,3,2.6,3.2,2.7
255.4285714,790.2857143,26.14285714,467.4285714,1357.428571,35.57142857,1041.857143,2.6,3.2,2.7,2.2
263.4285714,758,25.28571429,477.7142857,1321,25.28571429,1041.571429,3.2,2.7,2.2,2.4
266.5714286,690.1428571,26.42857143,441.5714286,1256.285714,9,1049,2.7,2.2,2.4,2.4
275.8571429,820.5714286,35.42857143,490.8571429,1424.285714,34.85714286,1072,2.2,2.4,2.4,2.8
302,1013.714286,0,601.1428571,1927.428571,52.28571429,1141.857143,2.4,2.4,2.8,2.9
309.4285714,1078.428571,17.71428571,680.5714286,2383.571429,27.85714286,1247.428571,2.4,2.8,2.9,3
310,1083.571429,26.85714286,713.4285714,2407.571429,9.285714286,1213.428571,2.8,2.9,3,3
309.8571429,1095.428571,27,748.5714286,2679.571429,19.28571429,1310.428571,2.9,3,3,3.1
322.5714286,1135,44.71428571,803.2857143,2644.142857,45,1300,3,3,3.1,3.4
352.4285714,1132.714286,48.14285714,792,2504.571429,55.14285714,1331.142857,3,3.1,3.4,3.7
327.4285714,1049.571429,29.42857143,685.4285714,2120.571429,27,1212.142857,3.1,3.4,3.7,3.9
310.4285714,1017.285714,9.428571429,642.5714286,1957.857143,9.428571429,1208.285714,3.4,3.7,3.9,3.7
330.7142857,996.2857143,18.57142857,637.5714286,1636.714286,27.28571429,1174.857143,3.7,3.9,3.7,4
341.2857143,1000.285714,36.57142857,675.5714286,1490.142857,36,1153.285714,3.9,3.7,4,4.2
366,1023.428571,47.71428571,674.2857143,1524.285714,34.57142857,1165.285714,3.7,4,4.2,4.3
401.5714286,1001.857143,19,679,1451.571429,35.42857143,1247.285714,4,4.2,4.3,4.4
350.1428571,983.1428571,29,632,1370.285714,9.285714286,1160.285714,4.2,4.3,4.4,4.2
323.2857143,923.5714286,9.857142857,599.7142857,1292.714286,8.714285714,1129,4.3,4.4,4.2,4
311.2857143,961.7142857,47.71428571,741,1282.714286,8.428571429,1174.428571,4.4,4.2,4,3.8
289.1428571,894.7142857,27.71428571,617,1213,17.71428571,1135.428571,4.2,4,3.8,3.7
286.8571429,871.2857143,17.71428571,612.4285714,1255,0,1121.714286,4,3.8,3.7,3.6
272.7142857,880.4285714,34.57142857,615.1428571,1267.714286,0,1134.714286,3.8,3.7,3.6,3.5
273.7142857,936,17.71428571,650.2857143,1449.571429,0,1139,3.7,3.6,3.5,3.3
311,958.4285714,0,647.7142857,1634,8.714285714,1147,3.6,3.5,3.3,3.2
317.2857143,967.5714286,0,726.7142857,1753.571429,8.428571429,1148.428571,3.5,3.3,3.2,3
300.4285714,858.2857143,0,645.5714286,1591,35.42857143,1134.142857,3.3,3.2,3,2.8
288.4285714,816.7142857,0,612.8571429,1468,8.428571429,1131.857143,3.2,3,2.8,2.6
267.4285714,793.2857143,0,631,1548,35.71428571,1119.714286,3,2.8,2.6,2.7
284.4285714,820.1428571,0,604.2857143,1463.428571,18,1106.285714,2.8,2.6,2.7,3.1
319.7142857,941.1428571,0,668.8571429,1742.142857,18,1141,2.6,2.7,3.1,3.5
342.4285714,1024.285714,17.42857143,759.1428571,2162.571429,64.28571429,1212.714286,2.7,3.1,3.5,3.8
347,1087.714286,8.714285714,794,2811.428571,47.42857143,1375.571429,3.1,3.5,3.8,3.5
344.5714286,1068.428571,0,807.4285714,2885.285714,46.42857143,1384.857143,3.5,3.8,3.5,3.4
274.8571429,1051.714286,0,721.8571429,3148.285714,46.42857143,1415.857143,3.8,3.5,3.4,2.7
307.5714286,1056.428571,0,714.1428571,3141,75.85714286,1377.428571,3.5,3.4,2.7,3
342,1085.714286,9,716.5714286,3365.571429,74.14285714,1511.571429,3.4,2.7,3,3.5
403.7142857,1169.571429,18.85714286,852.4285714,3267.857143,77.28571429,1657.428571,2.7,3,3.5,3.5
398,1148.285714,27.42857143,841.5714286,2975.285714,89,1688,3,3.5,3.5,3.4
349.8571429,1089.428571,35.14285714,756,2900.857143,77.42857143,1653.857143,3.5,3.5,3.4,3.4
384.2857143,1112.714286,18.71428571,766.4285714,2454.857143,77,1565.142857,3.5,3.4,3.4,3.4
397.8571429,1105.714286,44.14285714,760.2857143,2360.285714,79.42857143,1532,3.4,3.4,3.4,3.8
460.2857143,1151.571429,29.14285714,813.8571429,2448,86.14285714,1500.285714,3.4,3.4,3.8,3.9
529.7142857,1292.285714,67.42857143,928.1428571,2655,96.14285714,1616,3.4,3.8,3.9,
594.1428571,1342.857143,58.28571429,942.1428571,2835.428571,116.4285714,1619.857143,3.8,3.9,,4
634,1383.142857,74,934.8571429,3002,97.85714286,1629.428571,3.9,,4,4
663.7142857,1510.428571,72.14285714,921,3188.714286,101.2857143,1737.571429,,4,4,4.3
797.4285714,1907.428571,74.57142857,973.8571429,3669.571429,120.5714286,1978.428571,4,4,4.3,3.9
748.5714286,1738.857143,70.71428571,969.8571429,3546.142857,120.4285714,2006.142857,4,4.3,3.9,3.5
601,1543.714286,82.57142857,907.7142857,3248.714286,92.57142857,1724.428571,4.3,3.9,3.5,2.9
468.5714286,1263.714286,9,755.8571429,2938.714286,84.14285714,1570.142857,3.9,3.5,2.9,3.9
325,1056.428571,9,573.8571429,2487.428571,48,1201.285714,3.5,2.9,3.9,2.5
363,1227.428571,27.14285714,780,3057,64,1410.285714,2.9,3.9,2.5,2.6
353.4285714,1150.428571,26.42857143,760.5714286,2655.142857,54.14285714,1334,3.9,2.5,2.6,3.1
405.7142857,1144.857143,9,800.8571429,2540.428571,66.71428571,1310.857143,2.5,2.6,3.1,4
492.2857143,1218.428571,36.28571429,901.1428571,2524,70.57142857,1391.285714,2.6,3.1,4,4
504.2857143,1227.571429,29.42857143,955.4285714,2701.714286,70.14285714,1402.857143,3.1,4,4,4.3
519.8571429,1108,17.71428571,940,2569,83.14285714,1327.142857,4,4,4.3,3.7
432.1428571,1033.857143,17.42857143,814.1428571,2339.857143,73.14285714,1251.571429,4,4.3,3.7,3.6
460.8571429,1026,9.285714286,816,2178.428571,75,1347.571429,4.3,3.7,3.6,3.7
423,1012,0,787.8571429,2083.285714,27.71428571,1446,3.7,3.6,3.7,
,,,,,,,3.6,3.7,,
,,,,,,,3.7,,,
