a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,t-3,t-2,t-1,t
1055.428571,274.2857143,2012.142857,1379.571429,353,44.28571429,246.8571429,1284.428571,26.14285714,1375.571429,4058.571429,723.2857143,194,60.57142857,2.5,2.5,2.6,2.5
1090.428571,259.7142857,2125.857143,1570.142857,422.7142857,71.14285714,260.8571429,1304.714286,9.285714286,1392.571429,4367.142857,843.7142857,203.5714286,48.85714286,2.5,2.6,2.5,2.6
1237.857143,279,2314.142857,1852,513.4285714,83.71428571,271.7142857,1380.428571,26.14285714,1473.714286,4760,995.8571429,257.7142857,62.14285714,2.6,2.5,2.6,2.6
1228.285714,275,2348,1870.285714,606.1428571,115.4285714,296.4285714,1346.714286,45.42857143,1516.857143,5173.714286,1035.714286,357,44.42857143,2.5,2.6,2.6,2.8
1552.714286,332.5714286,2581.857143,1999.714286,787.1428571,217.7142857,361.2857143,1390.285714,73.42857143,1569.142857,5138.142857,1124,852.2857143,108.8571429,2.6,2.6,2.8,3.6
1449.428571,291.2857143,2723.285714,1870.285714,720.4285714,203.7142857,373.4285714,1378.428571,63,1707.571429,5098.857143,1157.571429,734.1428571,55.71428571,2.6,2.8,3.6,3
1732.142857,392,3008,2055.428571,993.2857143,218.5714286,485.8571429,1498,58.14285714,1832.857143,5512.142857,1216.142857,916.1428571,90.57142857,2.8,3.6,3,3.3
1703.142857,404.1428571,3007.857143,1745.285714,1045.857143,213,513.4285714,1473,80.57142857,1764.714286,5252.285714,1215.142857,806,91.28571429,3.6,3,3.3,3.6
1598,352,3037.428571,1680.142857,999.7142857,195.2857143,602.4285714,1427.428571,65.85714286,1732.285714,4980.857143,1211.714286,832.2857143,64.28571429,3,3.3,3.6,4
1605.571429,324.5714286,3202.285714,1744.285714,937.5714286,205,653.1428571,1467.285714,68.42857143,1710.714286,4845,1210.428571,1032.285714,61.14285714,3.3,3.6,4,4.2
1497,296.4285714,2958,1495.571429,940.7142857,215.5714286,643.5714286,1414.285714,66.85714286,1605.142857,4275.285714,1217.857143,1073.571429,34.57142857,3.6,4,4.2,5.6
1316.285714,283,3305.857143,1340,900.7142857,179,772.4285714,1350.714286,59.71428571,1439,4136.142857,1183.714286,766.2857143,17.42857143,4,4.2,5.6,3.6
1909.285714,454.5714286,3188.285714,1441.142857,1043.714286,207.1428571,943.7142857,1506.571429,107.4285714,1700.142857,4535.857143,1287.428571,967.4285714,115.7142857,4.2,5.6,3.6,3.5
1678.857143,419.5714286,2998.714286,1382.571429,967.1428571,190,850,1500.142857,77.28571429,1572.571429,4137.428571,1260.142857,804.4285714,102.2857143,5.6,3.6,3.5,3.6
1804.142857,423.2857143,3234.142857,1458.857143,1063.285714,217.4285714,809.2857143,1424,83.85714286,1647.428571,4129.142857,1293.857143,864.5714286,127.7142857,3.6,3.5,3.6,3.8
2095.571429,419.8571429,3138.571429,1317.428571,1125.142857,217.7142857,1063,1454,97.85714286,1660,4268.571429,1284.142857,929.1428571,145.7142857,3.5,3.6,3.8,4
3587.857143,654,3406.857143,1529.714286,1978.428571,384.2857143,1936.857143,1405.857143,131.7142857,1774.142857,4520.428571,1370.428571,1411,201,3.6,3.8,4,4
3229.428571,697.4285714,3247,1442.285714,2321.857143,288,1496.285714,1420.714286,123.1428571,1808,4432.714286,1358.285714,1122.285714,190.2857143,3.8,4,4,3.7
2396.285714,504.1428571,3135,1485.857143,1805,232.1428571,1231.857143,1350.285714,134.2857143,1705.714286,4233.142857,1315.142857,887.4285714,157.1428571,4,4,3.7,3.2
1673.428571,399.5714286,2787,1260.714286,1161.571429,179.5714286,1024.428571,1356.571429,88.57142857,1544.142857,3717.142857,1199.571429,605.8571429,138.2857143,4,3.7,3.2,2.8
1461.571429,322.8571429,2481.857143,1156.285714,930.2857143,146.2857143,750.7142857,1347.428571,62.42857143,1427.714286,3093.714286,1055.714286,456.1428571,89.28571429,3.7,3.2,2.8,2.6
1285.142857,322.1428571,2557,1325.714286,772.5714286,139.8571429,621.1428571,1456.857143,37.28571429,1308.142857,3382.857143,1005.428571,377.7142857,53.28571429,3.2,2.8,2.6,2.6
1173.571429,293.1428571,2903.285714,1700.285714,678.7142857,126,568.5714286,1585.142857,17.42857143,1272,4003.857143,1054.428571,373.7142857,26.14285714,2.8,2.6,2.6,2.6
1072.571429,289.2857143,3242.285714,1762.428571,542.5714286,132.8571429,511,1752.571429,26.14285714,1212.571429,7713.285714,1106,514.2857143,9.285714286,2.6,2.6,2.6,2.4
1028.857143,303.7142857,2884.285714,1746.142857,489.7142857,65.85714286,490.8571429,1667.714286,8.714285714,1225,5185.571429,1111.142857,307.8571429,8.714285714,2.6,2.6,2.4,2.4
1030.857143,283.5714286,2907.571429,1882.571429,411.7142857,63,476.5714286,1707,0,1223.428571,4822,1082.428571,257,8.714285714,2.6,2.4,2.4,2.4
1094.428571,295.5714286,2981.857143,1686.714286,401.2857143,35.71428571,463.1428571,1762.714286,0,1207.142857,4841.428571,1017.571429,248.5714286,0,2.4,2.4,2.4,2.5
1033.142857,296.1428571,2865.428571,1389.285714,342.7142857,8.714285714,388.5714286,1535.857143,0,1195.428571,5198,948.2857143,234.7142857,8.714285714,2.4,2.4,2.5,2.6
955,273.1428571,2614.285714,1111.428571,319.8571429,17.42857143,378.8571429,1355.142857,0,1190.714286,3724.714286,929.1428571,214.7142857,9.285714286,2.4,2.5,2.6,2.5
858.5714286,273.2857143,2436.428571,1026.142857,322.5714286,9.428571429,376.4285714,1305.714286,0,1196.714286,3490,915.4285714,222.8571429,8.714285714,2.5,2.6,2.5,2.5
710.4285714,262.2857143,2221.285714,986.5714286,286.7142857,17.42857143,358.8571429,1301.285714,0,1169.285714,2904.571429,772.7142857,200,17.42857143,2.6,2.5,2.5,2.5
801,236.8571429,2136.142857,982,266.7142857,17.71428571,338.2857143,1276.571429,0,1180,2912.571429,780.8571429,200.2857143,0,2.5,2.5,2.5,2.6
754.2857143,228.5714286,2116.285714,962.4285714,264.5714286,8.714285714,340,1256.714286,0,1179.285714,2865.714286,763.7142857,177.2857143,9.142857143,2.5,2.5,2.6,2.5
806.8571429,219.5714286,2100,965.7142857,268.4285714,17.71428571,348.2857143,1245.142857,0,1186.714286,2869.285714,746.4285714,184.7142857,8.714285714,2.5,2.6,2.5,2.5
762.2857143,209.7142857,2108.142857,1018.857143,260.2857143,0,352.8571429,1231.428571,0,1225,3013.571429,779.5714286,184.1428571,0,2.6,2.5,2.5,2.5
777.8571429,205.7142857,2103.428571,1115.714286,260.4285714,0,334.2857143,1224.857143,0,1224.571429,3109.285714,814.8571429,184.1428571,0,2.5,2.5,2.5,2.5
711.1428571,201,2127.285714,1108.285714,257.8571429,8.714285714,314.7142857,1253.571429,0,1236.857143,3292.285714,863.1428571,189.7142857,0,2.5,2.5,2.5,2.3
654.2857143,197.1428571,2063.571429,1123.571429,253.2857143,17.71428571,313.4285714,1234.714286,0,1233.714286,3329.857143,857.8571429,197.2857143,0,2.5,2.5,2.3,2.4
856.7142857,213.4285714,2090.142857,1093.142857,269.4285714,0,321.7142857,1233,0,1253.571429,3376.571429,878.2857143,174.8571429,0,2.5,2.3,2.4,2.3
779.8571429,217.5714286,2140.571429,1098,275.7142857,17.42857143,339.2857143,1276.857143,0,1244.714286,3543.571429,886.4285714,203.1428571,0,2.3,2.4,2.3,2.4
771.7142857,233.4285714,1971.571429,1114.142857,308.7142857,8.714285714,335,1246.714286,0,1221.571429,3486.285714,869.1428571,205.2857143,8.714285714,2.4,2.3,2.4,2.4
962.8571429,260.2857143,1846.571429,1066.142857,312.2857143,26.71428571,342,1278,0,1160.285714,3174,801.5714286,215.4285714,26.14285714,2.3,2.4,2.4,2.7
7236.285714,254.1428571,1910.714286,1093.142857,321,26.14285714,349.4285714,1259.714286,8.714285714,1138.142857,3240,753.1428571,218.1428571,17.85714286,2.4,2.4,2.7,2.4
9952.428571,278.1428571,1989.428571,1143.571429,352.8571429,28.71428571,395.2857143,1290.714286,9,1234.857143,3526.571429,857.5714286,249.2857143,8.714285714,2.4,2.7,2.4,2.5
8281.285714,232.5714286,1813.285714,1096,345.7142857,18.71428571,364.2857143,1243,8.714285714,1181.857143,3242.571429,747,214.1428571,0,2.7,2.4,2.5,2.9
5879.285714,241.1428571,1984.571429,1094.285714,320.2857143,8.714285714,355.2857143,1232.428571,0,1169.714286,3420.571429,745,190.8571429,17.71428571,2.4,2.5,2.9,2.5
3381.714286,261.2857143,1837.857143,1223.428571,352.7142857,27,388,1260.142857,17.42857143,1289.714286,3498.857143,778.1428571,226.1428571,26.42857143,2.5,2.9,2.5,2.6
2847.428571,275.4285714,1938,1247,408.7142857,57.57142857,379.4285714,1255.857143,43.85714286,1259.714286,3554.571429,887.7142857,242.8571429,34.85714286,2.9,2.5,2.6,2.7
2498.714286,283,2027.142857,1133.428571,406.7142857,72,390.5714286,1268.285714,63.85714286,1273.571429,3527.142857,1016.285714,262.8571429,19.28571429,2.5,2.6,2.7,2.9
2202.857143,289.2857143,2131.285714,1266.857143,430.8571429,37,435.2857143,1269.142857,28.57142857,1345.428571,4015.428571,1072.428571,279.2857143,47.28571429,2.6,2.7,2.9,3.1
2139.428571,285.8571429,2127,1289.428571,449.5714286,62.14285714,435,1299.714286,19.71428571,1349.571429,4002.571429,1089,289.8571429,45.28571429,2.7,2.9,3.1,3.2
2016.857143,296,2206.714286,1284.428571,565.8571429,70.42857143,487,1355.857143,83.71428571,1354.857143,3918.857143,1106.714286,372.7142857,72.28571429,2.9,3.1,3.2,3.4
1935.714286,290.7142857,2172.428571,1199,570.7142857,119.5714286,518.5714286,1319,36.14285714,1353.571429,3955.714286,1093.428571,398.1428571,46.85714286,3.1,3.2,3.4,3.6
1940.714286,308.5714286,2403.428571,1391.857143,690.1428571,118.4285714,578.5714286,1342.857143,67.42857143,1356.428571,4382.714286,1201.142857,537.1428571,90,3.2,3.4,3.6,3.6
2025,326,2687.571429,1654.142857,928.8571429,178.2857143,692.4285714,1430.285714,83.85714286,1407.285714,4819.857143,1302.428571,755.7142857,114.8571429,3.4,3.6,3.6,3.7
1843.428571,320.2857143,2906.571429,1449.857143,929.4285714,186.7142857,764.2857143,1422.285714,82.42857143,1369.428571,5167,1284.285714,905.7142857,96,3.6,3.6,3.7,3.9
1992.142857,324.8571429,3026.428571,1611.857143,980.4285714,212.1428571,892.4285714,1447.428571,59.28571429,1376.285714,5433.285714,1309.285714,1057.285714,92.71428571,3.6,3.7,3.9,3.9
2066.857143,320.4285714,2934.857143,1417,980.5714286,198.5714286,936.8571429,1361.285714,78.71428571,1354.428571,5405.571429,1229.142857,1062.857143,74.42857143,3.7,3.9,3.9,4.2
2010.428571,333.1428571,3174.285714,1485.714286,1002.857143,209.5714286,1024.142857,1440.142857,66.14285714,1383.571429,5505.428571,1274.285714,1094.142857,17.71428571,3.9,3.9,4.2,4
2097.285714,330.8571429,2665.428571,1183,991.7142857,196.4285714,1013.142857,1338.142857,74.85714286,1365.142857,4982.571429,1233.285714,1014.714286,53.14285714,3.9,4.2,4,3.8
2005,277.2857143,2364.142857,1176.142857,968.1428571,177.5714286,991.5714286,1299,64.85714286,1358,4940.428571,1202.285714,875.7142857,18,4.2,4,3.8,4.1
1790,221.2857143,2074,1099.857143,880.1428571,147.8571429,837.2857143,1184.714286,53.42857143,1188.714286,4549,1094.571429,645.2857143,8.714285714,4,3.8,4.1,4
1857,242.1428571,2349.714286,1157.857143,802.4285714,130.1428571,826.1428571,1223.285714,46.71428571,1226.857143,5053.714286,1116.285714,548.4285714,0,3.8,4.1,4,3.3
2145.142857,324.5714286,2211.285714,1220.428571,966.7142857,148.4285714,884.7142857,1324.142857,63,1354,5277.714286,1174.428571,721.2857143,81.42857143,4.1,4,3.3,3
2805.285714,500.4285714,2124.857143,1188.428571,1395.714286,149.7142857,1104.571429,1303.285714,36.85714286,1300.857143,5183.857143,1137,810.4285714,114.7142857,4,3.3,3,2.9
2864.428571,597.5714286,2116.428571,1154.142857,1684.857143,157,1080.571429,1266.142857,26.14285714,1305.428571,5329.428571,1089.857143,758.5714286,125.1428571,3.3,3,2.9,3
2428.714286,508.7142857,2315.857143,1337.285714,1538.714286,166,1014,1267.857143,54.85714286,1317.857143,5859.714286,1131.857143,732.5714286,109.1428571,3,2.9,3,3.2
2269.428571,490.4285714,2830.142857,1652.857143,1212.857143,177.7142857,1056.714286,1359.571429,69.42857143,1378.285714,6562.428571,1186.714286,757.1428571,106.8571429,2.9,3,3.2,3.4
1907.857143,496.1428571,2973.571429,1937.714286,1127.571429,174.2857143,1053.857143,1332.714286,55.85714286,1432.571429,6790.428571,1166.428571,748.8571429,128.1428571,3,3.2,3.4,3.4
1657.428571,484,3018.571429,2165.285714,1086.142857,187.2857143,1005.285714,1332.714286,47.14285714,1416.714286,6587.571429,1148.285714,813.4285714,117.1428571,3.2,3.4,3.4,3.3
1523,452.7142857,2911.428571,2259.571429,1033.285714,159.2857143,977.1428571,1316.285714,73,1410.142857,6201.142857,1163.142857,635.2857143,86.28571429,3.4,3.4,3.3,3.1
1421.714286,373,3222.142857,2257.857143,981.2857143,140.7142857,875.4285714,1348.428571,46.14285714,1294,5733.142857,1092.714286,461.2857143,45.14285714,3.4,3.3,3.1,3.1
1329.857143,366.8571429,3091.285714,1931.428571,925.1428571,105.2857143,808.4285714,1284.285714,44.42857143,1327,5165.285714,1053.714286,395.4285714,53.14285714,3.3,3.1,3.1,3.1
1299.714286,367.4285714,3036.285714,1596.857143,903.4285714,104.5714286,800.4285714,1289.857143,46.28571429,1276.571429,4657.142857,1038,378.7142857,27.14285714,3.1,3.1,3.1,3.2
1354.857143,355,2859.714286,1569.428571,867.8571429,123.2857143,738.8571429,1284.285714,26.42857143,1278.428571,4669,1006.714286,367.4285714,8.714285714,3.1,3.1,3.2,3.3
1305.714286,365.5714286,3156.428571,1577.285714,865.1428571,130.2857143,794.8571429,1259.714286,26.14285714,1234.428571,4797.285714,1032.428571,476.1428571,9.428571429,3.1,3.2,3.3,3
1366.142857,395.5714286,3064.142857,1458.857143,901.2857143,137.5714286,759.2857143,1289.285714,36.42857143,1244.571429,4467.428571,1012.714286,383.1428571,28.14285714,3.2,3.3,3,3.5
1358.857143,401,3100,1322.857143,798.8571429,116.2857143,792.1428571,1300.285714,35.42857143,1218.857143,3931.285714,1003,352.2857143,9,3.3,3,3.5,3
1398.571429,363.8571429,3076.857143,1194.714286,735.4285714,110.2857143,729.7142857,1307.714286,35.85714286,1256.571429,3734,950.4285714,313,0,3,3.5,3,2.8
1376.285714,324.5714286,3228.857143,1101.285714,655.8571429,94.28571429,674.2857143,1285.285714,9.285714286,1167.714286,3497.428571,892.1428571,268,0,3.5,3,2.8,2.5
1323.857143,325.5714286,3175.714286,1121.142857,524.7142857,100.5714286,674.7142857,1339.428571,0,1230.571429,3395.285714,877.8571429,291.5714286,26.57142857,3,2.8,2.5,2.5
1330.714286,315.1428571,3383,1096.142857,472.5714286,97.14285714,714.7142857,1291.571429,18,1240.857143,3286.285714,918.5714286,293.8571429,8.714285714,2.8,2.5,2.5,2.6
1514.142857,341.4285714,3827.285714,1080.285714,541.4285714,132.8571429,737.8571429,1236,18,1233.142857,3353.428571,957.7142857,336.1428571,0,2.5,2.5,2.6,2.5
1589.428571,355.4285714,4292,1059.714286,680.2857143,136.1428571,832.7142857,1229.142857,44.71428571,1207.142857,3449.857143,1026.428571,558.4285714,27.14285714,2.5,2.6,2.5,2.5
1465.428571,344.8571429,4642,1049.142857,782,149.1428571,873.2857143,1270.714286,63.14285714,1242.857143,3580.857143,1023.571429,660.5714286,26.57142857,2.6,2.5,2.5,2.6
2119.428571,427.7142857,5235.857143,1069.571429,931.7142857,154.8571429,998.5714286,1253.571429,50.85714286,1326.857143,4078.571429,1089.857143,815.2857143,70,2.5,2.5,2.6,2.5
1816,449.1428571,5525.714286,1058,952.7142857,157.8571429,1017.857143,1252.714286,65.71428571,1321.857143,4269.142857,1154.142857,784.5714286,64.42857143,2.5,2.6,2.5,2.4
1865,384.5714286,5044,1083.285714,896.5714286,157.1428571,936.8571429,1272.285714,92.85714286,1339.714286,4002.142857,1097.428571,761.7142857,73,2.6,2.5,2.4,2.5
2794.142857,437.7142857,4385.857143,1057.714286,1018.142857,143,848.2857143,1248.428571,78.14285714,1318.571429,3796.285714,1085.142857,642.5714286,105.1428571,2.5,2.4,2.5,2.4
6924,654,4486.142857,1090.857143,3071.857143,175.5714286,1016,1296.857143,119.7142857,1349.714286,4159.714286,1109,1019.571429,210,2.4,2.5,2.4,2.5
2329.142857,347.5714286,4704.428571,1114,1271.285714,158.2857143,914.8571429,1382.142857,74.28571429,1366.142857,4621.714286,1149.428571,883,114.2857143,2.5,2.4,2.5,2.4
1981,319.5714286,4914.571429,1321.428571,1026.428571,156.2857143,907,1510,64,1399.428571,5027.714286,1207,843.5714286,67.85714286,2.4,2.5,2.4,2.4
1759,327.4285714,4328.857143,1466,885.8571429,143.7142857,839.7142857,1561,56.57142857,1359.714286,5054.857143,1160.142857,766.8571429,74.85714286,2.5,2.4,2.4,2.5
1557.714286,317.5714286,3997.285714,1552.428571,891.2857143,140.5714286,851.8571429,1737.857143,54.71428571,1322.857143,5326.714286,1198.142857,678,102,2.4,2.4,2.5,2.4
1426.142857,337,3858.571429,1569,898.2857143,151.4285714,922,1834.428571,65,1423.285714,5920.857143,1240.857143,632.1428571,63.71428571,2.4,2.5,2.4,2.5
1480.857143,326.2857143,3376.571429,1608.571429,778.2857143,130.5714286,922.5714286,1825.142857,91.42857143,1429.857143,5709.285714,1240.428571,462.5714286,110.7142857,2.5,2.4,2.5,2.5
2215.142857,311.4285714,3013.714286,1274.285714,601.1428571,102.2857143,807.1428571,1642.285714,98.28571429,1404.857143,4967.857143,1121.142857,446.2857143,44.85714286,2.4,2.5,2.5,3.2
1494.285714,253.4285714,3129,1258.571429,455.5714286,82.14285714,711,1486.571429,71.85714286,1201.428571,4832.142857,983.1428571,268.2857143,8.714285714,2.5,2.5,3.2,
1430.142857,312,2916.428571,1336,415.5714286,82,724.4285714,1357.285714,60.42857143,1378.714286,4810.857143,924,321,53.14285714,2.5,3.2,,
1410.285714,320.2857143,2428.142857,1530,386.7142857,72,730,1310.285714,25.57142857,1334.714286,3918.428571,794.2857143,313.2857143,88.42857143,3.2,,,2.6
1378.428571,342.2857143,2546.142857,1742.285714,447.7142857,61.42857143,798.7142857,1348.571429,28.14285714,1376.428571,4420.428571,882.4285714,298.1428571,62.85714286,,,2.6,2.7
1369.142857,369.2857143,2508.571429,2412,489.7142857,62.14285714,820.2857143,1379,17.42857143,1400.428571,4501.571429,899.4285714,278.5714286,81.85714286,,2.6,2.7,2.8
1294.142857,373.8571429,2703.571429,2412.714286,492.4285714,70.57142857,862,1381,34.57142857,1382.571429,4430.428571,903.4285714,289.2857143,95.28571429,2.6,2.7,2.8,3.2
1293.857143,369.1428571,2672.428571,2010.571429,572.5714286,55.57142857,954.8571429,1400,9.285714286,1369.857143,4124.857143,876.1428571,292.7142857,109.8571429,2.7,2.8,3.2,3.5
1378.714286,404.8571429,2680,2108.571429,747.2857143,83.42857143,999,1285.142857,45.85714286,1369,3667.714286,855.8571429,367.4285714,132.5714286,2.8,3.2,3.5,3.7
1737.571429,520.4285714,3235.571429,2158.714286,1022.714286,147.2857143,1204,1388.714286,68.42857143,1478.142857,3224.571429,1069.857143,606.8571429,138.7142857,3.2,3.5,3.7,4
1899.285714,746.8571429,3933.857143,2043.714286,1356.857143,227.5714286,1871.714286,1386.285714,105.8571429,1611.142857,4116.428571,1172.857143,1067.428571,159.8571429,3.5,3.7,4,4.9
2594.285714,985.8571429,4587.285714,2511.714286,1831.714286,300.5714286,3152.714286,1444.571429,139,1765.428571,4712.285714,1266.857143,1206.285714,184.5714286,3.7,4,4.9,5.2
3945,1113.142857,6083.571429,3065.857143,3229,436.2857143,5642.714286,1542.571429,139,2105.714286,5905.714286,1552,1609.142857,214.7142857,4,4.9,5.2,5.3
10281.71429,2127.428571,7813.857143,3404.571429,7160.142857,562.5714286,10268.14286,1621.285714,249.4285714,2458.857143,6481.428571,1999.857143,2187,378.1428571,4.9,5.2,5.3,5.8
10577.42857,2262.428571,7754.285714,3462.428571,7653.714286,573,15487.28571,1518.285714,276.8571429,2567.714286,6874.571429,1836.714286,2076.857143,374.7142857,5.2,5.3,5.8,5.5
13886.14286,1945.714286,7091.142857,3076.857143,11848.71429,578.2857143,32072,1512.428571,285.8571429,2542.285714,6305.714286,1641.285714,2187.714286,437.5714286,5.3,5.8,5.5,5.2
15326.14286,1711.714286,7439.428571,3605.428571,16803.57143,665.5714286,33979.42857,1636.142857,277.4285714,2713.285714,6484,1816,2848.714286,449.8571429,5.8,5.5,5.2,4.9
7845.571429,1148.142857,5758.428571,2820.857143,10576.71429,482.1428571,20268.14286,1493.428571,184.5714286,2240,5169.714286,1424.285714,2399.285714,274.5714286,5.5,5.2,4.9,4.2
4280,777.8571429,4802.428571,2451,6128,383.4285714,9922.857143,1333.571429,149.2857143,2029,4347.285714,1247,2204.285714,179.5714286,5.2,4.9,4.2,3.7
3357.142857,600.2857143,4405.571429,2414.142857,4627.142857,345,7420.571429,1392.285714,130.7142857,2023.428571,4304.142857,1265.285714,2057.571429,142.8571429,4.9,4.2,3.7,4.5
6870.714286,941,4025.571429,2284.285714,8451.285714,349.8571429,7412.571429,1328.428571,143,1721.428571,3840.714286,1159.714286,2291.571429,160.2857143,4.2,3.7,4.5,3.6
3918.714286,796.4285714,3983.285714,2384,5023.571429,312,5485,1498.857143,131.4285714,1705.857143,3949.714286,1127.571429,1686.714286,155,3.7,4.5,3.6,2.9
6721,973.5714286,3151.571429,2028.857143,8598.857143,363.2857143,4891.571429,1555.428571,149.5714286,1600.285714,3724,1149.714286,1823.142857,250.5714286,4.5,3.6,2.9,2.6
3328.571429,635.2857143,2761.142857,1621.714286,4549.142857,280.7142857,2767,1461.142857,110.7142857,1413.142857,3541.428571,919.4285714,1181.285714,213.4285714,3.6,2.9,2.6,2.6
2444.857143,616.8571429,3057.857143,2005.285714,2931.857143,222,2200.857143,1565.714286,103.5714286,1419.571429,3686.571429,878,999.1428571,190.4285714,2.9,2.6,2.6,2.6
1907.857143,494.5714286,2959.285714,1997,1762.428571,186.1428571,1732.857143,1537.571429,93.57142857,1434.428571,3935.428571,835.8571429,743.7142857,171.8571429,2.6,2.6,2.6,2.6
1760.857143,426.8571429,3033.714286,1874,1494.714286,165.4285714,1457.857143,1535.285714,54.42857143,1406,3539.285714,830.8571429,631.4285714,152.2857143,2.6,2.6,2.6,2.5
1716.857143,397.4285714,2830.857143,1635.571429,1187.571429,138.1428571,1270.142857,1451.714286,0,1363.857143,3307.571429,760.2857143,487.1428571,124.4285714,2.6,2.6,2.5,2.3
1468.714286,392.5714286,2765.428571,1783.714286,1054.571429,121.5714286,1223.428571,1541.714286,44.28571429,1317.428571,3134.285714,748.8571429,450,119.2857143,2.6,2.5,2.3,2.4
1376,346.2857143,2812.285714,1638.714286,1019.285714,130.4285714,1187.714286,1649.571429,26.14285714,1167.285714,3030.285714,719.1428571,411.5714286,115.5714286,2.5,2.3,2.4,2.3
1308.428571,317,2787.142857,1413,891.1428571,112.2857143,1153.142857,1585.714286,0,1120,2551.428571,644.8571429,367.8571429,83.28571429,2.3,2.4,2.3,2.6
1281.428571,313.4285714,3152.571429,1360.285714,704.5714286,124.4285714,1089.428571,1451.714286,8.428571429,989.2857143,2099.571429,567.7142857,351.4285714,80,2.4,2.3,2.6,2.3
1222.571429,322.5714286,2906.428571,1357.571429,653.7142857,111.1428571,1140.857143,1464.714286,8.714285714,1021.714286,2284.714286,605.7142857,369.4285714,63,2.3,2.6,2.3,2.3
1464.571429,310.4285714,3072.571429,1143.428571,922,118.1428571,1124.857143,1482.857143,54,1177.142857,3165.714286,923,363.4285714,53,2.6,2.3,2.3,
1872.142857,344.1428571,3230.285714,1125.857143,932.7142857,111.7142857,1158.285714,1470.714286,35.71428571,1217.571429,3703,947.2857143,342.8571429,52,2.3,2.3,,2.4
1336.428571,414.1428571,3170.142857,1136.857143,725.5714286,90.85714286,1164,1391,9,1197.428571,3538.857143,1012.571429,319,25.57142857,2.3,,2.4,2.4
1439.285714,323,3241,1170.714286,704,81.71428571,1129,1472.571429,26.14285714,1217.428571,3435.285714,1000,320.8571429,35.42857143,,2.4,2.4,2.3
2803,306.1428571,3128.714286,1155.285714,684.4285714,79.85714286,1093.857143,1274.571429,18,1227,3043.571429,1008.571429,313.8571429,35.14285714,2.4,2.4,2.3,2.4
1606.285714,303.2857143,3201.142857,1084.142857,589.2857143,54.57142857,1067.857143,1223,0,1277.428571,2800.142857,984,282,26.14285714,2.4,2.3,2.4,2.3
1438.571429,313.8571429,3027.857143,1012.714286,470.7142857,61.71428571,1053.857143,1184.857143,9.428571429,1173.142857,2220.142857,877.4285714,255.1428571,8.428571429,2.3,2.4,2.3,2.3
1329.285714,296,3085.428571,987,406.5714286,62,1069,1167.857143,9,1173.571429,2267.571429,895.1428571,254.2857143,8.428571429,2.4,2.3,2.3,2.2
1321.142857,298.1428571,3065,999.4285714,431.4285714,53.14285714,1088.428571,1169,0,1199.428571,2393.571429,877,271.1428571,17.71428571,2.3,2.3,2.2,
1321.142857,292.1428571,3457.428571,1009.428571,383,44.71428571,1064.714286,1172.857143,0,1220.571429,2417,927.1428571,275.1428571,0,2.3,2.2,,2.2
1319.571429,293.4285714,3456.714286,1030.428571,308.5714286,44.71428571,1063.857143,1186.714286,0,1241.714286,2504.428571,986.7142857,349,34.85714286,2.2,,2.2,2.1
1351.285714,288.1428571,3341.142857,1043.142857,623.7142857,35,1039.428571,1185.571429,9,1270,2800.285714,1038.714286,268.1428571,0,,2.2,2.1,2.1
1303.285714,283,3195,1048.285714,650.4285714,35.14285714,1060.428571,1213.428571,0,1323.714286,3370.857143,1069.142857,249,17.14285714,2.2,2.1,2.1,
1262.142857,288.1428571,2956.142857,1058.428571,508.4285714,8.428571429,1035,1198.142857,35.71428571,1309.714286,3189.285714,1043.571429,243.4285714,44.28571429,2.1,2.1,,2.1
1379.285714,288.8571429,2834.142857,1075.285714,394,17.57142857,1028,1219.571429,0,1276.571429,3166.714286,1065.857143,231.1428571,43,2.1,,2.1,2
1294.857143,315.1428571,2350.428571,1072.142857,350.2857143,0,986.7142857,1167.714286,8.428571429,1194.571429,2694.142857,1047.857143,238.1428571,54,,2.1,2,2.1
2800.571429,319.2857143,2388.714286,1142.571429,443,0,1009.285714,1202.714286,17.42857143,1143.857143,3602.142857,1041.714286,237.1428571,95.57142857,2.1,2,2.1,2.1
2721.571429,311.7142857,2228.857143,1197.142857,466,17.14285714,1073.428571,1354.428571,9.571428571,1139.857143,3799.571429,1049.714286,271.2857143,74,2,2.1,2.1,2.1
2164.428571,282.8571429,2153,1232,381.2857143,72.42857143,1030.142857,1293.428571,27.42857143,1129.428571,3427.571429,1044.428571,256.1428571,45.42857143,2.1,2.1,2.1,2
1935.285714,310.2857143,2374,1236.714286,385.7142857,34.85714286,1031.714286,1272.714286,8.714285714,1237.142857,3528,1081.285714,250.7142857,54.42857143,2.1,2.1,2,2.8
1616.428571,257.7142857,2207,1521.285714,368.1428571,44.42857143,965.2857143,1377,9.428571429,1195.428571,3905.857143,1027,209.1428571,35.42857143,2.1,2,2.8,2.1
1479,327,2122,1543.571429,404,9.285714286,1080.571429,1402.428571,18.28571429,1395.428571,4343.285714,1079,257.8571429,73.28571429,2,2.8,2.1,2.3
1483.571429,336.4285714,2159.714286,1726.857143,374.5714286,28.42857143,1045.714286,1528.142857,18,1298.142857,4238.571429,1072.714286,258.5714286,88.14285714,2.8,2.1,2.3,2.3
