a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,t-3,t-2,t-1,t
1709.571429,379.1428571,2363.714286,1836.142857,404.2857143,45.42857143,1275.714286,1550.142857,26.71428571,1315.714286,4084.142857,1088.714286,297.7142857,103.5714286,2.1,2.3,2.3,2.3
2074.857143,401.1428571,2198,1729.428571,468,9.571428571,1200,1457.428571,26.14285714,1379.571429,4016.571429,1103.571429,299.7142857,113.7142857,2.3,2.3,2.3,2.5
1760.857143,386.5714286,2058.285714,1276,452.7142857,47,1143.714286,1506,26.71428571,1247.428571,3815.714286,1050.857143,305.8571429,104.2857143,2.3,2.3,2.5,2.6
2224.857143,395.2857143,2076.857143,1438.142857,648.4285714,54.42857143,1186.571429,1511.428571,63.28571429,1283.285714,3733.571429,1086.285714,375.5714286,117.8571429,2.3,2.5,2.6,2.8
2571.285714,479.7142857,2413,1709,759,87.28571429,1599.857143,1619.142857,79.28571429,1350.857143,4607.142857,1116,493.1428571,144.7142857,2.5,2.6,2.8,3
2709.714286,530.7142857,2729.428571,1908.714286,945.7142857,116,1972.714286,1619.714286,96.71428571,1497.428571,4501.428571,1180.714286,682.7142857,140,2.6,2.8,3,3.2
2884,605.2857143,2886.857143,1924.285714,1105.142857,96.42857143,2115.571429,1679.857143,99.14285714,1673.857143,4571.285714,1166,855,160.5714286,2.8,3,3.2,3.4
2697.142857,626.7142857,2918.714286,2208.142857,1280,155,2343.285714,1597,92.57142857,1619.714286,4912.714286,1151.714286,1039.428571,157.7142857,3,3.2,3.4,3.7
3338.285714,828.7142857,3661.428571,2619.857143,2147.142857,220,3662.428571,1772.428571,124.5714286,1722.428571,5635.571429,1334.142857,1890.857143,206.8571429,3.2,3.4,3.7,4.1
4814.285714,928.8571429,4087.857143,2424,2890.142857,304.4285714,5535.142857,1781.714286,160.7142857,1923.857143,6352.571429,1449.857143,3399.857143,240.4285714,3.4,3.7,4.1,5.3
7662.142857,941.4285714,5396.714286,2635.142857,3444.285714,472.8571429,9158.857143,1799.714286,241,2108.142857,7006.142857,1753.571429,5523.285714,211.5714286,3.7,4.1,5.3,5.3
16687.28571,1588.142857,6336.714286,2846,10579.28571,961.5714286,21581.14286,1994.714286,570.7142857,2515,8495.857143,2471.285714,11917.28571,513.5714286,4.1,5.3,5.3,5.4
15931,1373.714286,6344.714286,2773.142857,14703.71429,1213.571429,26729.57143,2007.714286,438.1428571,2637.571429,8725.714286,2596.285714,15148.14286,606,5.3,5.3,5.4,5.1
13048.28571,1135,5870.714286,2648,11286,1194.571429,24657.85714,1959.142857,369.1428571,2676,8619.714286,2691.142857,14410.28571,406.7142857,5.3,5.4,5.1,4.6
9949.285714,963.8571429,4811.285714,2301.857143,9510,1074.857143,19685,1784.428571,309.7142857,2495.142857,7295.142857,2417.428571,12870.57143,302.5714286,5.4,5.1,4.6,6.2
4987.142857,515.5714286,4066.285714,1785.285714,5658.857143,614.4285714,10452,1534.428571,201.1428571,1774.714286,5651.285714,1602.571429,5909.142857,104.4285714,5.1,4.6,6.2,3.4
5363.857143,563.8571429,3974.142857,2125.571429,4543.857143,546.5714286,9803.714286,1690.428571,189.8571429,1988,6642.285714,1652.428571,5895,178.8571429,4.6,6.2,3.4,2.9
6063.857143,602.4285714,3916.285714,1926.285714,4467,508.4285714,7426.857143,1642.857143,183.2857143,1814.285714,5879.428571,1545.857143,4987.714286,207,6.2,3.4,2.9,2.8
5736.428571,580.8571429,3625.142857,1935.571429,3966.714286,492.1428571,6347.857143,1643.428571,200.8571429,1799.571429,5764.428571,1489.428571,4956.857143,216,3.4,2.9,2.8,
4648.285714,620.5714286,3504,1904.285714,3632.857143,522.2857143,5671.571429,1621,179.7142857,1677.571429,5997.142857,1408.857143,4492.285714,217.7142857,2.9,2.8,,3.3
4558,663,3815.428571,2129.142857,3706.857143,474.5714286,5898.428571,1624.857143,171.1428571,1748.142857,6297.571429,1486.285714,3898.428571,213.7142857,2.8,,3.3,3.5
4271,703.4285714,4088.571429,1908.571429,3609.714286,446.7142857,6599.714286,1662.285714,171.8571429,1731.857143,5966.285714,1472,3191.571429,199,,3.3,3.5,3.6
4442.285714,549.7142857,3709.428571,1886,3400,380.1428571,7535.714286,1698.142857,151.7142857,1743.571429,5793.714286,1461.571429,2517.285714,192.2857143,3.3,3.5,3.6,3.9
4135.142857,507.1428571,3946.285714,1884.714286,3247.571429,305.7142857,8026,1724.285714,130,1689,5402.714286,1582.142857,2004.142857,160.7142857,3.5,3.6,3.9,3.7
3882.142857,530.1428571,4009.857143,1749.142857,2718.142857,260.2857143,7849.142857,1708.428571,118.2857143,1691.857143,5502.714286,1578.285714,1786.142857,138.7142857,3.6,3.9,3.7,3.6
3822.571429,538.7142857,4086.857143,1743.571429,2532.714286,248.4285714,7636.857143,1653.428571,123,1588,5061.428571,1553.428571,1565.142857,143.7142857,3.9,3.7,3.6,3.3
3466.285714,491.8571429,3973.428571,1402.428571,2384.285714,234.2857143,6206,1480.571429,97.14285714,1571,4035.428571,1362.285714,1320.285714,140.8571429,3.7,3.6,3.3,3.2
2511,428.5714286,4151.285714,1545.714286,1660.142857,159.8571429,4708.285714,1476.428571,78,1430.857143,4280.714286,1256.714286,1072.571429,107.2857143,3.6,3.3,3.2,2.6
2695.142857,469.5714286,4172.285714,1729.714286,1321,148.7142857,4121.285714,1543.285714,99.28571429,1540.142857,4708.428571,1446.857143,1078.714286,132.7142857,3.3,3.2,2.6,2.5
2822.857143,651.7142857,4261.142857,1428,1199.142857,136.5714286,4000.428571,1569.142857,104.2857143,1409,4304.571429,1377.857143,1091.714286,142.5714286,3.2,2.6,2.5,2.5
2545.714286,534.1428571,4389.571429,1309.142857,1257.857143,159.1428571,3494.142857,1461.285714,92,1354.142857,3915.428571,1204.285714,967.7142857,115.8571429,2.6,2.5,2.5,2.4
2380.142857,489.7142857,4473.857143,1193,1229.285714,145,3079.857143,1394.714286,109.8571429,1262,2630.571429,1170.428571,913.2857143,123.8571429,2.5,2.5,2.4,2.6
2247,468.2857143,4514.714286,1104.714286,1572.428571,136.4285714,2845,1350.857143,95,1332.714286,2643,1130.142857,807.1428571,96.28571429,2.5,2.4,2.6,2.3
2113.714286,549,4165.428571,1091.857143,1363.285714,112.2857143,2767,1328.285714,91.57142857,1410.285714,2469.571429,1132.285714,748.7142857,91.42857143,2.4,2.6,2.3,2.3
2034,454.8571429,3972.857143,1070.428571,1275.857143,96.57142857,2643.142857,1296.142857,73.57142857,1312.857143,2363.142857,1133.857143,695,80.57142857,2.6,2.3,2.3,2.4
1851,472.7142857,3457.571429,1024.571429,975.2857143,92.28571429,2397.571429,1377.428571,38,1252.285714,2184.571429,1179.428571,625.1428571,108.1428571,2.3,2.3,2.4,2.4
1994.285714,444.2857143,2778.857143,999.7142857,573.2857143,102.5714286,2199.428571,1558,62.57142857,1218.857143,2697.285714,1042.142857,554.8571429,27,2.3,2.4,2.4,2.3
2062.285714,411.1428571,2678.857143,995.4285714,533.8571429,92.42857143,2062.857143,1623,29.14285714,1234.571429,2369.571429,1050.571429,517,17.71428571,2.4,2.4,2.3,2.2
1715.571429,392.2857143,2660.857143,999.7142857,499.7142857,87.14285714,1953.857143,1439.857143,45.71428571,1208.714286,2259.714286,1063.142857,512.5714286,8.714285714,2.4,2.3,2.2,2.3
1468,314.2857143,2591.714286,989.7142857,496.4285714,82.57142857,1783.142857,1525,18.28571429,1245.285714,2300.857143,1065.142857,524.2857143,25.28571429,2.3,2.2,2.3,2.2
1518.428571,312,2534.571429,1001.571429,441.7142857,56.71428571,1717.428571,1547.428571,26.71428571,1239.571429,2411,1045.142857,490,51.71428571,2.2,2.3,2.2,2.1
1459.571429,273,2750.714286,1014.571429,382.1428571,58.42857143,1655.571429,1624.714286,34.85714286,1235.428571,2407,1051.428571,474,35.57142857,2.3,2.2,2.1,2.1
1592.142857,292.4285714,2455.142857,1030.857143,359,92.57142857,1627.142857,1667.285714,26.14285714,1280.285714,2805.428571,1067.285714,444.8571429,43.28571429,2.2,2.1,2.1,2
1740.857143,329.7142857,2381.714286,1081.285714,342.5714286,93.28571429,1574.142857,1316.857143,35.71428571,1273.857143,2882.714286,1053.285714,479,51.42857143,2.1,2.1,2,2
1577.857143,346.8571429,2251.714286,1291.857143,322.8571429,71.85714286,1484.571429,1184.857143,17.71428571,1243.714286,2875.142857,1056,424.5714286,54.71428571,2.1,2,2,2.1
1707.857143,356.2857143,2082.714286,1777.285714,363,95.28571429,1558.714286,1148,65.85714286,1207.285714,2960.285714,1065,554.2857143,112.1428571,2,2,2.1,2.3
1753.428571,323.8571429,2196.857143,1287.428571,382.2857143,114.2857143,1644.142857,1145.428571,47.71428571,1230.857143,3170.285714,1067.142857,666.8571429,81.71428571,2,2.1,2.3,2.2
3140,363,2419.142857,1223.714286,471.8571429,88.28571429,1922.428571,1296.571429,82.85714286,1419.285714,3989.857143,1117.285714,692.8571429,112,2.1,2.3,2.2,2.3
2086.571429,395.5714286,2402.428571,1300.428571,614.7142857,76.57142857,2086.714286,1620.571429,119,1496.428571,4116.285714,1166.857143,785.7142857,109.4285714,2.3,2.2,2.3,2.9
1637.428571,298,2039.428571,1112.714286,394.5714286,55.57142857,1799,1583.714286,44.57142857,1211.285714,2800.428571,1012.428571,498.1428571,45.14285714,2.2,2.3,2.9,2.2
1808.714286,381.8571429,2054.571429,1154.714286,464.1428571,66.42857143,1730,1378.428571,65.85714286,1313.142857,3066.714286,1062,592.7142857,113.7142857,2.3,2.9,2.2,2.4
2168.428571,398.5714286,1992.714286,1457.428571,537.7142857,79.71428571,1857.428571,1158.285714,106.7142857,1285.571429,3124.142857,1035.142857,810.1428571,138.8571429,2.9,2.2,2.4,2.4
3234.142857,424.2857143,2031.142857,1975.714286,703.4285714,87.85714286,1973.428571,1154.857143,105,1302.571429,3281.571429,1054.714286,839.1428571,149.2857143,2.2,2.4,2.4,2.5
2743.857143,453.2857143,2172.285714,1781.142857,925,98.42857143,2092.428571,1142.285714,101.2857143,1444.428571,3438.285714,1088.428571,1014.714286,159.5714286,2.4,2.4,2.5,2.5
2530.571429,422.4285714,2201.142857,1512.857143,987.7142857,101.2857143,2220.857143,1157.285714,118.7142857,2603.285714,3425.857143,1090,1055.428571,162.7142857,2.4,2.5,2.5,2.6
3137.714286,463.5714286,2209.142857,1499.428571,1430.714286,150.7142857,2542.142857,1186.714286,113.4285714,1746.142857,3542.142857,1123.428571,1214.428571,169.7142857,2.5,2.5,2.6,2.9
2889.142857,466.7142857,2270.142857,1502.714286,1828.714286,203.2857143,2957.857143,1182,124.8571429,1485.285714,3596.142857,1139.571429,1776.571429,172.1428571,2.5,2.6,2.9,3.3
3084,515.5714286,2465.714286,1555.714286,2336,292,3768.142857,1177.285714,140.7142857,1444.857143,3755,1150.571429,2843.714286,200,2.6,2.9,3.3,3.7
4296.428571,616.7142857,2746.142857,1862,4037,489.5714286,5956.142857,1217.714286,172.7142857,1591.285714,4535.571429,1250.428571,5758.857143,241.2857143,2.9,3.3,3.7,4.7
7567.285714,830.8571429,3361.714286,2015.714286,8161.571429,754.2857143,10927.57143,1304.571429,220.1428571,1818.285714,4992.857143,1616.714286,10198.42857,342,3.3,3.7,4.7,5.3
11259.71429,1067,3729.285714,1930,14046.57143,856.1428571,15850.57143,1373.285714,266.7142857,1927,5233,1837,11098.42857,475.5714286,3.7,4.7,5.3,5.5
11946.57143,1071.142857,4103,1778.714286,17373.28571,897.2857143,18395.14286,1336.428571,296.1428571,2085.571429,5169.857143,2090.428571,12131.71429,435.5714286,4.7,5.3,5.5,5.9
12594.28571,1067.714286,4214.857143,1600.428571,16994,773.1428571,19407.28571,1343.428571,273.7142857,2224.714286,4902.571429,2263.142857,11346.28571,338.7142857,5.3,5.5,5.9,5.3
8627.571429,949,3754.571429,1438.285714,13066.42857,557.7142857,16809.71429,1369.857143,246.5714286,2162.142857,4322.428571,2057.714286,8947.714286,276.5714286,5.5,5.9,5.3,4.5
6175.428571,761.8571429,3351.285714,1349.714286,7873.142857,393.7142857,12260.57143,1235.857143,193,2093.714286,3839.428571,1844,6048.714286,195,5.9,5.3,4.5,6.8
45609.14286,3418.142857,7737.142857,2449.714286,12009.85714,302,36370.42857,1632,193.8571429,2695,6571.857143,2481,9047.714286,286.5714286,5.3,4.5,6.8,8.5
28908.42857,2447,8825.571429,3441.142857,6921.428571,186,19390.85714,2019.857143,185.2857143,2466.714286,6304.142857,1861.285714,4263.142857,130.1428571,4.5,6.8,8.5,6.4
24084.71429,2196.285714,5992,2450,2941,123.1428571,13121,1965.428571,141.1428571,1690.428571,4179,1193.142857,2588,134,6.8,8.5,6.4,5.4
19295.14286,1792.285714,4289.714286,1761.714286,1694.428571,105.8571429,6616.428571,1760.142857,125.4285714,1258.428571,3246.714286,1041.285714,1438.142857,89.28571429,8.5,6.4,5.4,4.4
12892.85714,1813,3076.142857,1465.285714,1156.142857,93.71428571,3763.857143,1498.285714,114,1111.142857,2632.285714,937.8571429,1272.571429,104,6.4,5.4,4.4,3.5
11200.85714,1576.571429,2758.428571,1224.142857,1107.285714,94.57142857,3106.714286,1301.428571,103,1078.714286,2189.714286,784.5714286,1168.714286,109,5.4,4.4,3.5,2.8
6062.857143,1252.285714,2117.714286,1104.571429,938.7142857,89.85714286,2380.428571,1146.714286,80.85714286,1041,1854.428571,653.5714286,1181,98.42857143,4.4,3.5,2.8,2.5
4135.428571,1129.285714,1854.714286,1058.285714,862.8571429,94.57142857,2518.428571,1088.714286,63.71428571,985.1428571,1742.857143,607.4285714,1118.428571,87.85714286,3.5,2.8,2.5,2.4
3001,931.8571429,1823.285714,1221.857143,784.5714286,55.28571429,2275.571429,1056.571429,69.14285714,1089.142857,1760.857143,571.7142857,867.2857143,97,2.8,2.5,2.4,2.3
2880.285714,854,1723.714286,1030,624,27.57142857,1910.285714,1042.142857,61,1096,1724.714286,506,781.7142857,35.14285714,2.5,2.4,2.3,2.1
2715,712.7142857,1647.714286,982.5714286,565,8.714285714,1565.857143,1042.714286,42.71428571,1030.571429,1628.285714,471.5714286,660.7142857,44.14285714,2.4,2.3,2.1,1.9
2056.571429,649.4285714,1597.285714,984.5714286,587.8571429,8.714285714,1431.714286,1006.285714,54.14285714,982.1428571,1523.857143,440.4285714,530.5714286,44.14285714,2.3,2.1,1.9,1.9
1698.857143,589.2857143,1598.714286,984.2857143,524.4285714,8.714285714,1389.571429,996.1428571,61.85714286,1134.428571,1513.571429,463.1428571,446.4285714,52.28571429,2.1,1.9,1.9,1.8
1665.571429,580.5714286,1562.571429,961.4285714,483.7142857,17.14285714,1309.142857,981.7142857,69.85714286,970.1428571,1549.571429,462.1428571,440.2857143,62.14285714,1.9,1.9,1.8,1.9
1561,461.4285714,1473.714286,971.1428571,470.2857143,8.428571429,1208.857143,943.2857143,52.42857143,816.1428571,1380.142857,451.7142857,391.1428571,35,1.9,1.8,1.9,1.9
1697.714286,454,1544,897.7142857,452.4285714,8.428571429,1207.714286,912.5714286,63.57142857,838.7142857,1430.571429,475,387.4285714,26.57142857,1.8,1.9,1.9,1.9
1511.857143,484.7142857,1675.285714,971.8571429,556.2857143,8.428571429,1279.714286,973.2857143,54.57142857,914.7142857,1661.285714,557.2857143,403,70,1.9,1.9,1.9,1.9
1430.857143,433,1639.714286,989.5714286,648.1428571,26.14285714,1292.857143,989.5714286,35.71428571,947.7142857,1867.571429,687,395.1428571,62,1.9,1.9,1.9,1.9
1443.714286,429.5714286,1671.142857,1035,657,18.14285714,1352.428571,1004,8.428571429,1035.142857,2253,823.1428571,366.1428571,34.57142857,1.9,1.9,1.9,
1356.428571,413.5714286,1754.428571,1048.142857,568.5714286,8.714285714,1384.285714,1012.142857,17.42857143,1078.428571,2437.142857,943.1428571,339.8571429,25.57142857,1.9,1.9,,2.2
1330.714286,380.1428571,1780.428571,1041.285714,521.7142857,25.57142857,1397.571429,1018.714286,52.57142857,1112.857143,2624,981.5714286,360.2857143,71,1.9,,2.2,2.4
1525.428571,450.2857143,1968.571429,1055.857143,541.8571429,8.428571429,1478.571429,1047.857143,25.28571429,1159,2813.571429,1008.285714,431.1428571,42.42857143,,2.2,2.4,2
1396.571429,414.7142857,1775.428571,1021,427.2857143,8.428571429,1477.571429,1031.142857,9,1110.714286,2796,949.7142857,347.7142857,52,2.2,2.4,2,1.9
1627.857143,526,1703.285714,1021.142857,391.7142857,25.85714286,1875,1037.571429,26,1139.142857,3075,934.1428571,369.7142857,26.14285714,2.4,2,1.9,2.2
1438.142857,434.7142857,1548.142857,1006.428571,368,34.28571429,1499.714286,1022.571429,8.428571429,1099,2273,910.8571429,329.8571429,34,2,1.9,2.2,1.8
1585.857143,449.8571429,1469.571429,1000.714286,363.7142857,17.42857143,1406.857143,1009.857143,25.85714286,1106.857143,2373.285714,955,308.8571429,8.714285714,1.9,2.2,1.8,2
1356.285714,380.2857143,1405.714286,1088.285714,384.7142857,34.28571429,1546.857143,1015.428571,16.85714286,1103.428571,2745.571429,969.8571429,301.4285714,34,2.2,1.8,2,
1549.571429,413.2857143,1536.857143,1083.285714,336.4285714,42.85714286,1535,1016.428571,53.28571429,1100.571429,2467.571429,1005.857143,321.5714286,9,1.8,2,,1.9
1593.857143,425,1602.428571,1074.142857,318.8571429,17.14285714,1472,1003.142857,16.85714286,1096,2563.857143,992.7142857,307.5714286,25.28571429,2,,1.9,1.9
1398.714286,447.8571429,1640.571429,1090.714286,376.7142857,34.28571429,1359.857143,1024.571429,17.14285714,1108.714286,2529.714286,985.5714286,327.8571429,51.14285714,,1.9,1.9,1.7
1352.857143,455.1428571,1725.714286,1138.285714,355.4285714,43,1365.571429,1039.714286,43.14285714,1094.428571,2955.285714,987.1428571,324.4285714,52.85714286,1.9,1.9,1.7,1.8
1611.142857,488.7142857,1744.714286,1116.142857,373.7142857,42.71428571,1450,1018.142857,26.14285714,1100.285714,2505.857143,1007.714286,311.8571429,87.28571429,1.9,1.7,1.8,
1510.285714,459.5714286,1955.857143,1197.571429,434.5714286,25.28571429,1601.571429,1029,8.428571429,1136.714286,2615,1020,345.7142857,100.7142857,1.7,1.8,,2
1779.285714,509.2857143,2152.142857,1276.714286,384,34,1962.285714,1073,52,1173.428571,3125.428571,1092.142857,455.7142857,119,1.8,,2,2.1
2226.142857,482.4285714,2036,1423.428571,543.7142857,43.57142857,2248.142857,1096.142857,44.14285714,1292.285714,4769.142857,1117,449.1428571,135.8571429,,2,2.1,2.2
2571.571429,547.4285714,2078,1652.857143,941.1428571,27.71428571,2382,1129.142857,81.14285714,1516.142857,5924.714286,1187,495.1428571,131.1428571,2,2.1,2.2,2.5
2019.285714,437,1810.857143,1435.142857,579.5714286,17.42857143,2094.142857,1090.285714,25.85714286,1434.428571,4339.857143,1087.571429,390.5714286,110,2.1,2.2,2.5,2.4
2032.285714,479.8571429,1984.571429,1558.428571,590.7142857,34.28571429,2055.285714,1118,89,1504.571429,4767.142857,1102,381.7142857,117.1428571,2.2,2.5,2.4,2.2
2358,552.4285714,1721.142857,1544.142857,723.2857143,42.71428571,2280.571429,1126.285714,90.42857143,1400,4349.714286,1112.142857,466.4285714,146.2857143,2.5,2.4,2.2,2.3
2101.142857,510.4285714,1688.142857,1631.714286,760.2857143,52.57142857,2133.571429,1119.285714,100,1365.714286,3874,1093.428571,443.5714286,151.8571429,2.4,2.2,2.3,2.4
2040.428571,536,1659.142857,1541.857143,603.7142857,61.42857143,2120.142857,1113.285714,98.71428571,1311.428571,3905.571429,1083.571429,497,149.7142857,2.2,2.3,2.4,2.5
1875.857143,485.1428571,1634.571429,1558.857143,595.7142857,73.28571429,2126.142857,1106.285714,99.71428571,1312.285714,3493.285714,1083.428571,479.8571429,151.5714286,2.3,2.4,2.5,2.5
1870.142857,511.7142857,2270.142857,1537.857143,547.1428571,44.71428571,2187.857143,1134.857143,73.57142857,1357.142857,3836.714286,1107.571429,464.1428571,142.2857143,2.4,2.5,2.5,
1877,565.7142857,2304,1321.428571,570,27,2148.285714,1274.142857,80.71428571,1284.857143,3751.428571,1087,479.5714286,145.7142857,2.5,2.5,,2.4
2252.857143,578.4285714,2050.571429,1281.571429,564,51.71428571,2097.857143,1204.142857,81.42857143,1257.428571,3324,1039.857143,565.8571429,144.2857143,2.5,,2.4,2.6
2081.142857,543.1428571,2026.428571,1524.714286,461.2857143,72.28571429,2057.857143,1070.428571,79.57142857,1236.571429,3696,1067.142857,452.8571429,131.8571429,,2.4,2.6,2.7
1901.428571,542,2374.714286,1734.285714,476.5714286,17.42857143,2307.285714,1100.428571,73.42857143,1341.571429,4250.857143,1117.428571,481.7142857,139.7142857,2.4,2.6,2.7,2.8
1827.571429,517.1428571,2188.285714,1727.857143,449,63.57142857,2256.571429,1089.571429,52,1386.714286,4185.142857,1115.428571,468.1428571,130.4285714,2.6,2.7,2.8,2.9
1834.571429,589.1428571,2305.857143,2062.857143,463.5714286,72.14285714,2487.285714,1112.571429,99.42857143,1498.857143,4346.714286,1176.428571,568.1428571,126.7142857,2.7,2.8,2.9,3.1
1497.142857,489.4285714,2156.428571,1933.428571,391.8571429,54,2210.571429,1095.142857,71,1444.571429,4445.428571,1105.142857,463.1428571,107.7142857,2.8,2.9,3.1,2.5
1647.285714,518.7142857,2452,2084.714286,402.2857143,44.42857143,2407.428571,1118.857143,71,1621.285714,5064.714286,1139.428571,475.5714286,102,2.9,3.1,2.5,2.7
1585.428571,511,2689.571429,2299.285714,391.5714286,62.57142857,2585.714286,1159.714286,90,1688.571429,5036.285714,1129.428571,455.4285714,108.5714286,3.1,2.5,2.7,2.6
1436,458.1428571,2548.857143,2261,347.1428571,26.42857143,2219.714286,1155.714286,44.71428571,1467,4608,1114.571429,423.4285714,71.71428571,2.5,2.7,2.6,2.4
1242,394.7142857,1786.571429,1819.285714,280.5714286,52.57142857,1830.857143,1136.142857,70.85714286,1290.714286,3827.857143,1054,355.4285714,62.28571429,2.7,2.6,2.4,2
1164.714286,334.1428571,1143,1428.428571,245.5714286,17.42857143,1509,1091.285714,17.14285714,1148.857143,2881.857143,956.2857143,320.8571429,8.428571429,2.6,2.4,2,2.6
995.2857143,256.1428571,680,1091.571429,166.5714286,25.57142857,1134.142857,989.1428571,34.57142857,996.2857143,1928.428571,695.4285714,232.8571429,42.71428571,2.4,2,2.6,2.7
1020.285714,296.4285714,1112.428571,1191.714286,184.4285714,26.14285714,1225.428571,1019.857143,35.57142857,1041.857143,2411.714286,790.2857143,255.4285714,57.57142857,2,2.6,2.7,1.7
1086,315,1053.714286,1165.285714,170.5714286,25.28571429,1140.428571,1057.428571,25.28571429,1041.571429,2474.428571,758,263.4285714,95.42857143,2.6,2.7,1.7,1.6
977.8571429,313.4285714,957.1428571,1107.142857,198.8571429,26.42857143,1085.571429,1037,9,1049,2392.571429,690.1428571,266.5714286,105.2857143,2.7,1.7,1.6,1.8
1000.571429,318,1083.857143,1234.285714,191.5714286,35.42857143,1174.428571,1040.428571,34.85714286,1072,3081.857143,820.5714286,275.8571429,105.7142857,1.7,1.6,1.8,1.9
1108.714286,382.1428571,1215.142857,1414.857143,218.1428571,0,1316.142857,1051.571429,52.28571429,1141.857143,4589.428571,1013.714286,302,126,1.6,1.8,1.9,2.1
1130.142857,353.5714286,1446.857143,1740.142857,255.2857143,17.71428571,1407.142857,1082,27.85714286,1247.428571,5458.285714,1078.428571,309.4285714,105,1.8,1.9,2.1,2.2
1120.142857,356.8571429,1572.571429,1658.285714,236,26.85714286,1563.428571,1178.285714,9.285714286,1213.428571,5050.857143,1083.571429,310,108,1.9,2.1,2.2,2.1
1122.857143,405.7142857,1911.428571,1758.285714,233.2857143,27,1505.714286,1182.857143,19.28571429,1310.428571,5485.285714,1095.428571,309.8571429,70.14285714,2.1,2.2,2.1,2.2
1148.714286,364.8571429,1643.142857,1782.142857,229.1428571,44.71428571,1584.142857,1276.142857,45,1300,5406.714286,1135,322.5714286,99.42857143,2.2,2.1,2.2,2.3
1153.142857,369.4285714,1899.428571,1671.857143,260.8571429,48.14285714,1738.285714,1262.571429,55.14285714,1331.142857,5138.714286,1132.714286,352.4285714,100.7142857,2.1,2.2,2.3,2.4
1136.428571,354.5714286,1929.285714,1322.142857,238.2857143,29.42857143,1572.285714,1148,27,1212.142857,4324,1049.571429,327.4285714,81,2.2,2.3,2.4,2.5
1056.857143,344.4285714,2243.142857,1268.571429,196.5714286,9.428571429,1458,1103.142857,9.428571429,1208.285714,3984.857143,1017.285714,310.4285714,78.71428571,2.3,2.4,2.5,2.4
1085.428571,356.8571429,2214,1114.571429,219,18.57142857,1637.714286,1127.714286,27.28571429,1174.857143,3410,996.2857143,330.7142857,72.42857143,2.4,2.5,2.4,2.7
1076.428571,382.7142857,2237.571429,1091.714286,199.8571429,36.57142857,1745.428571,1118.285714,36,1153.285714,3067.285714,1000.285714,341.2857143,54.85714286,2.5,2.4,2.7,2.8
1071.714286,400.1428571,2294,1105.142857,211,47.71428571,1656.714286,1144,34.57142857,1165.285714,2998.428571,1023.428571,366,71,2.4,2.7,2.8,3
1140,399.1428571,2232.428571,1081.571429,201.8571429,19,1624.285714,1147.428571,35.42857143,1247.285714,2776.285714,1001.857143,401.5714286,65.57142857,2.7,2.8,3,3.1
1080.857143,354.4285714,2359.285714,1046.857143,194.2857143,29,1632.285714,1101.714286,9.285714286,1160.285714,2746.285714,983.1428571,350.1428571,8.714285714,2.8,3,3.1,2.9
997,354,2363.714286,1004.428571,154.7142857,9.857142857,1450.428571,1070.142857,8.714285714,1129,2550,923.5714286,323.2857143,17.85714286,3,3.1,2.9,2.7
1004.857143,374.5714286,2275.714286,1008.714286,247.7142857,47.71428571,1771.857143,1216.428571,8.428571429,1174.428571,2545.571429,961.7142857,311.2857143,17.85714286,3.1,2.9,2.7,2.6
882.1428571,313.4285714,2265,978.4285714,140.1428571,27.71428571,1615,1069.571429,17.71428571,1135.428571,2166.571429,894.7142857,289.1428571,8.714285714,2.9,2.7,2.6,2.4
850.5714286,308.7142857,2125.285714,978,146.2857143,17.71428571,1594.285714,1065,0,1121.714286,2100.857143,871.2857143,286.8571429,8.428571429,2.7,2.6,2.4,2.4
963.2857143,288.8571429,2284.857143,1010,142.4285714,34.57142857,1430.571429,1058.142857,0,1134.714286,2246.714286,880.4285714,272.7142857,0,2.6,2.4,2.4,2.4
919.5714286,284.2857143,2433.285714,1006.857143,196.4285714,17.71428571,1343.285714,1054.428571,0,1139,2292.428571,936,273.7142857,0,2.4,2.4,2.4,2.4
1095.428571,403.4285714,2476.142857,1063,198,0,1135.714286,1054.428571,8.714285714,1147,2475.428571,958.4285714,311,8.714285714,2.4,2.4,2.4,2.3
1180.428571,465.7142857,2732.142857,1144.571429,209.7142857,0,1174.571429,1080.571429,8.428571429,1148.428571,2773.428571,967.5714286,317.2857143,17.42857143,2.4,2.4,2.3,2.2
1202.571429,486.5714286,2273,1067.857143,172.7142857,0,1976.571429,1080.571429,35.42857143,1134.142857,2565.857143,858.2857143,300.4285714,34,2.4,2.3,2.2,2
1102.714286,363,1857.142857,1065.142857,205.7142857,0,1583.142857,1087.142857,8.428571429,1131.857143,2387.714286,816.7142857,288.4285714,17.42857143,2.3,2.2,2,1.7
1069,334.4285714,1644.142857,1081.571429,173.8571429,0,1363.857143,1084.428571,35.71428571,1119.714286,2470.285714,793.2857143,267.4285714,28.28571429,2.2,2,1.7,1.6
1083,326.7142857,1564.285714,1055.428571,191,0,1725.857143,1070.142857,18,1106.285714,2282.285714,820.1428571,284.4285714,53.85714286,2,1.7,1.6,1.8
1102.714286,354.8571429,1398.714286,1097.142857,224.7142857,0,1648.714286,1076.285714,18,1141,2664.571429,941.1428571,319.7142857,61.57142857,1.7,1.6,1.8,2.1
